prompt,contributor,comment
"Render the image with a vintage Polaroid aesthetic: faded colors, matte finish, wide white border, and a handwritten timestamp.","@curated","retro"
"Produce an abstract portrait with bold color grading, painterly textures, and surreal lighting.","@curated","artistic"
"Generate a vibrant festival scene depicting traditional attire, decorative lighting, and celebratory crowds.","@curated","festival"
"Upscale and retouch to a 4K portrait suitable for social media avatars with natural skin tones and high detail.","@curated","portrait"
"Create a cinematic couple/family portrait emphasizing emotional connection and soft golden light.","@curated","family"
"Compose a multi-generation heritage portrait with warm documentary tones and natural poses.","@curated","heritage"
"Create a short-form content prompt template for a viral social-media photo challenge (TikTok/Instagram).","@curated","social"
"Generate a daily trending photo or meme prompt suitable for viral content creation.","@curated","viral"
"Recreate this cat as a 16-bit video game character, and place the character in a level of a 2D 16-bit platform video game.",@google,Nano Banana example — viral pet remixes and retro game transformations are highly shareable.
"Create a realistic small 3D model of this dog and place the model on a desk next to birthday packaging, making it look like an unwrapped collectible.",@google,Official Nano Banana demo — the 'miniature collectible' trend is driving lots of Nano Banana edits.
"Create a photorealistic professional headshot from this selfie: studio lighting, neutral backdrop, retain facial features and natural skin tones, high-resolution.",@trend-bot,Many users rely on Gemini for quick headshots; covered in Mashable and how-to guides as a trending use-case.
"Merge these two uploaded images seamlessly: insert the hand holding a coffee cup into the foreground of the landscape photo, match lighting and shadows for a photorealistic composite.",@trend-bot,Mentioned in Mashable and Google's docs — image merging/compositing is a popular Gemini workflow.
"Transform this portrait into a retro Bollywood movie poster: 90s grainy film aesthetic, warm golden tones, dramatic shadows, subtle light leaks and vintage vignette.",@trend-bot,Quillbot/Bytesteel and Nano Banana examples highlight retro/festival aesthetics trending across social platforms.
Replace the sky in this photo with a dramatic starry night or fiery sunset and color-grade the scene to match the foreground naturally.,@trend-bot,"Listed in NDTV's top Gemini prompts — sky replacements are an easy, high-impact edit many creators use."
Change the ambient light to 'evening' with a soft golden-hour glow and gentle shadows; increase vibrance without unnatural saturation.,@trend-bot,NavEdits and NDTV show ambient-light prompts as a simple way to alter mood and boost engagement.
Create a lifelike miniature figurine of this person posed on a desk with a round transparent acrylic base and original-style toy packaging art.,@trend-bot,Bytesteel copy-paste prompt — the Nano Banana figurine/toy aesthetic is one of the biggest viral trends.
Generate a 9-panel cinematic story with these two uploaded protagonists as secret superheroes; produce nine sequential images that tell an emotional arc without any text.,@google,Nano Banana example demonstrating Gemini's ability to create multi-image narratives — trending for creators making visual stories.
"Remove distracting elements (e.g., fences, power lines), restore the background seamlessly, then apply a subtle shallow depth-of-field blur to emphasize the subject.",@trend-bot,Commonly recommended in tutorials (NavEdits/NDTV) — cleanup + portrait-style blur is a top practical editing prompt.
"Design a collectible trading card from this uploaded photo: add character stats, custom outfit, foil texture, high-detail card layout and back art",@timmarcin,From Mashable — trading-card style edits are popular for collectibles and nostalgia
"Enhance the background: add photorealistic rain and dolphins in the distance, matching lighting, shadows and reflections to the original photo",@timmarcin,Mashable example shows Gemini's strong background-addition/editing capabilities
Transform this pet photo into a realistic 1/6 scale 3D figurine on a desk with an acrylic base and branded packaging art,@google,Google Nano Banana example — 3D figurine transformations are a viral Nano Banana trend
"Generate a professional headshot from this selfie: studio lighting, neutral backdrop, natural skin tones, preserve facial features while retouching blemishes",@ndtv,NDTV lists headshot creation/editing as a high-demand Gemini use case
"Merge these two uploads seamlessly: place the hand holding a coffee cup into the Grand Canyon foreground and match perspective, lighting and depth",@google,Inspired by Google blog examples demonstrating Gemini's multi-image compositing strength
"Place the uploaded person into a favorite fantasy franchise scene (e.g., Game of Thrones) with authentic costume, props and cinematic atmosphere",@timmarcin,Mashable notes fandom-immersion edits are trending and widely shared
Convert this portrait into a 16-bit platformer character and place it in a detailed 2D level with parallax background and pixel-art lighting,@google,Nano Banana examples popularized retro game sprite transformations
"Recreate this portrait as a retro Bollywood movie poster: grainy 90s film aesthetic, warm golden tones, dramatic shadows and vintage styling",@trend-bot,QuillBot/Bytesteelcloud highlighted the retro Bollywood/saree aesthetic as a viral prompt
"Generate a 9-panel visual story of these two protagonists (no text): maintain character consistency, cinematic lighting, clear narrative beats across images",@google,Google's Nano Banana demo used multi-image storytelling — trend for episodic AI-generated visuals
"Make targeted local edits: remove power lines from the skyline, replace sky with a starry night, sharpen stone textures while preserving the subject",@ndtv,Echoes NDTV/Google prompting tips — precise local edits are practically useful and highly requested
